repo_id,repo_name,repo_full_name,industry_code,industry_name,confidence,reasoning
404127608,Django-React-Tailwind-JWT_Authentication,apholdings/Django-React-Tailwind-JWT_Authentication,J,Information and communication,high,"The repository is a template for developing an app using Django, React, Tailwind, and JWT authentication, which are general-purpose web development technologies. There is no indication of a specific industry focus, so it is best classified under Information and communication as a generic software development tool."
400586361,Django_Rest_Framework-Blog-VueJS,apholdings/Django_Rest_Framework-Blog-VueJS,J,Information and communication,medium,"The repository named 'Django_Rest_Framework-Blog-VueJS' suggests a web application combining Django REST framework and VueJS, likely for a blog or content management purpose. Without a description or README, it appears to be a generic web application project focused on information sharing or communication, which fits best under Information and communication. There is no indication it serves a specialized industry."
817573703,130_Sistema_Alquiler_CSharp_SQLite,CodigoEstudiante/130_Sistema_Alquiler_CSharp_SQLite,L,Real estate activities,high,"The repository is a rental system for real estate properties (inmuebles), which directly serves the real estate industry. The software simulates a property rental system, making it highly relevant to real estate activities."
626144848,089_ProyectoCrudNet7,CodigoEstudiante/089_ProyectoCrudNet7,J,Information and communication,medium,"The repository is a CRUD project using ASP.NET Core 7, which is a general-purpose web development framework. Without specific domain details or targeted industry use cases, it is best classified under Information and communication as a generic software development project."
763187719,115_SistemaBiblioteca_Net8_ADO.NET_NCapas,CodigoEstudiante/115_SistemaBiblioteca_Net8_ADO.NET_NCapas,P,Education,medium,"The repository name includes 'SistemaBiblioteca' which translates to 'Library System', indicating it is likely a software system for managing a library. Library management systems are typically used in educational institutions, making Education the most relevant industry. Despite the lack of description and README, the name strongly suggests an educational application."
646217647,103_SistemaEcommerceBlazorNet7,CodigoEstudiante/103_SistemaEcommerceBlazorNet7,G,Wholesale and retail trade,high,"The repository name '103_SistemaEcommerceBlazorNet7' strongly suggests it is an e-commerce system built with Blazor and .NET 7. E-commerce platforms are directly related to wholesale and retail trade, making this the most appropriate classification despite the lack of description or README."
630100915,NO_ProyectoWebAPICSharp,CodigoEstudiante/NO_ProyectoWebAPICSharp,J,Information and communication,low,"The repository lacks description, topics, and README content, providing no specific indication of its purpose or industry application. Given it is a generic C# web API project without further context, it is classified under Information and communication as a general-purpose software."
627027757,064_ProyectoConsumirWebApiNet6,CodigoEstudiante/064_ProyectoConsumirWebApiNet6,J,Information and communication,high,"The repository is a C# project demonstrating how to consume a web API using .NET 6, which is a generic software development task related to information technology. There is no specific domain or industry focus, so it fits best under Information and communication as a general-purpose IT tool."
439090937,shiny_rgee_template,csaybar/shiny_rgee_template,J,Information and communication,high,"The repository provides a template to deploy Shiny apps integrated with rgee (an R binding for Google Earth Engine) on shinyapps.io. It is a general-purpose tool for deploying interactive web applications related to geospatial data analysis, without being tied to a specific industry domain. Therefore, it best fits under Information and communication as a software deployment and data visualization tool."
25897994,android_parse,emedinaa/android_parse,J,Information and communication,high,"The repository is focused on migrating an Android application backend from Parse to Backendless using REST API, which is a general-purpose backend service migration related to software development and communication technologies. It does not target a specific industry vertical but rather serves as a tool for application development and backend integration, fitting best under Information and communication."
41764671,android_canvas_animation,emedinaa/android_canvas_animation,J,Information and communication,high,"The repository is an example of creating animations using Android canvas in Java, which is a general-purpose programming example related to software development and information technology. It does not target a specific industry vertical but rather serves as a technical demonstration in mobile app development."
684887438,grid-maquetado,Franklin369/grid-maquetado,J,Information and communication,medium,"The repository contains only CSS code with no description or README, indicating it is likely a general-purpose styling or layout resource. Without specific application context, it is best classified under Information and communication as a generic web development or UI-related tool."
65631195,luismayta.github.io,luismayta/luismayta.github.io,J,Information and communication,high,"The repository is a personal GitHub Pages profile site using Hugo and related tools, primarily serving as an online presence or portfolio. It is a general-purpose web profile site, which fits best under Information and communication. There is no indication of domain-specific application beyond web content delivery."
291364485,home-automation,luismayta/home-automation,T,Activities of households,high,"The repository is focused on home automation, which is primarily applied in residential settings to automate household devices and services. The description, features, and topics like raspberry-pi and automation indicate it serves the household industry rather than commercial or industrial sectors."
245518782,envsecrets,luismayta/envsecrets,J,Information and communication,high,"The repository 'envsecrets' is a tool related to managing secrets and environment variables, with references to Bitwarden and tooling for setup and start tasks. It is a general-purpose software utility likely used in software development and IT operations, which aligns with the Information and communication industry category."
230970304,cookiecutter-base,luismayta/cookiecutter-base,J,Information and communication,high,"The repository is a generic project template using cookiecutter, a tool for creating project scaffolding. It is a general-purpose software development utility without domain-specific features, fitting best under Information and communication as a software development tool."
998587650,openpi_subtask_generation,jorgemunozl/openpi_subtask_generation,M,"Professional, scientific activities",high,"The repository contains open-source models and packages for robotics developed by a research team, focusing on vision-language-action models trained on extensive robot data. Its primary application is in robotics research and development, which aligns with professional and scientific activities rather than a specific commercial industry sector."
1026283433,quantum_hub,jorgemunozl/quantum_hub,M,"Professional, scientific activities",medium,"The repository named 'quantum_hub' with Jupyter Notebook as primary language and no detailed description suggests a focus on quantum computing or scientific research. Quantum computing is primarily a scientific and professional research activity, so it best fits under Professional, scientific activities. Lack of detailed info lowers confidence to medium."
271933107,anders87x.github.io,Anders87x/anders87x.github.io,J,Information and communication,high,"The repository is a personal web page built with HTML, serving as a personal portfolio or online presence. Such personal websites fall under the Information and communication industry category as they primarily involve web content delivery and communication."
279731059,SistemaComprasVentas_Laravel,Anders87x/SistemaComprasVentas_Laravel,G,Wholesale and retail trade,high,"The repository is a system for purchases and sales built with Laravel and Vue.js, which clearly aligns with e-commerce or trade activities. Such software is primarily used in wholesale and retail trade industries to manage buying and selling processes."
60369694,pokedex-template,ivandevp/pokedex-template,R,"Arts, entertainment and recreation",medium,"The repository named 'pokedex-template' likely relates to a template for a Pokedex, which is a digital encyclopedia of fictional creatures from the Pokémon franchise. This is primarily entertainment content, often used in games or fan projects. Since it is not a utility or business application, it fits best within the arts, entertainment and recreation industry."
222579049,zsh-brew,luismayta/zsh-brew,J,Information and communication,high,"The repository provides shell tools for installing and managing brew packages, which is a developer utility related to software development and system automation. Such tools are generally classified under Information and communication as they support software infrastructure and developer workflows."
423502024,gh-extension-template,hadenlabs/gh-extension-template,J,Information and communication,high,"The repository is a template for a GitHub extension, which is a software development tool related to code hosting and version control platforms. It is a general-purpose development utility without a specific industry focus, fitting best under Information and communication."
339408842,terraform-aws-openvpn,hadenlabs/terraform-aws-openvpn,J,Information and communication,high,"The repository is a Terraform module for provisioning an OpenVPN instance on AWS, which is a DevOps and infrastructure automation tool. Such tools are primarily used in the Information and Communication industry to manage cloud infrastructure and networking. It is a general-purpose infrastructure module rather than industry-specific software."
168906684,nazk,gmondragon/nazk,K,Financial and insurance activities,high,"The repository provides a Python library to obtain official exchange rates from Peruvian financial authorities (SBS and SUNAT). Exchange rates are critical data used primarily in financial services, banking, and insurance sectors for currency conversion, accounting, and compliance. Therefore, the project is best classified under Financial and insurance activities."
274787325,QGIS-Patches-Peru,qgispe/QGIS-Patches-Peru,A,"Agriculture, forestry and fishing",medium,"The repository provides patches for QGIS specifically tailored to Peru, including thematic layers such as regions, provinces, districts, irrigation (Riego), and archaeology. The presence of irrigation-related patches suggests a focus on agricultural land and water management, which are key aspects of the agriculture industry. While the repository could also support other sectors like archaeology or public administration, the inclusion of irrigation and geographic data for land use aligns best with Agriculture, forestry and fishing."
356963954,ghq-project-manager,hadenlabs/ghq-project-manager,J,Information and communication,high,"The repository is a Visual Studio Code extension for managing ghq projects, which is a developer tool related to source code and project management. This clearly fits within the Information and communication industry as it serves software development and coding workflows."
376126003,Churana,Llamacha/Churana,P,Education,high,"The repository focuses on revitalizing endangered native languages through computational linguistics and natural language processing, which supports literacy, language learning, and cultural preservation. These goals align closely with educational activities, language teaching, and academic research in linguistics."
376163367,peru-presidents,UltiRequiem/peru-presidents,O,Public administration and defense,high,"The repository is a countdown and historical tracking application related to the Presidents of Peru, which directly pertains to political and governmental information. Its primary use case is to inform about political leadership timelines, making it most relevant to the public administration sector."
61745102,vimrc,luismayta/vimrc,J,Information and communication,high,"The repository is a configuration for the Vim editor, which is a general-purpose text editor used primarily in software development and IT. It serves as a tool within the information and communication industry rather than targeting any specific vertical industry. Therefore, classification under Information and communication is most appropriate with high confidence."
975847690,Gol,angeldevtech/Gol,R,"Arts, entertainment and recreation",high,"The repository is an Android TV and mobile app designed specifically to help users watch sports events with schedules adapted to their local time. It focuses on sports entertainment, providing a personalized guide for upcoming sports events. This clearly aligns with the arts, entertainment, and recreation industry, as it serves the purpose of delivering sports content and enhancing user engagement with entertainment media."
351805947,RPisco,GeomarPerales/RPisco,M,"Professional, scientific activities",high,"The RPisco repository is an R package designed to manipulate climatic and hydrological data from PISCO databases, which are scientific datasets related to climate observations in Peru. Its primary use is for scientific data analysis in hydrology and climatology, which aligns with professional and scientific activities rather than direct commercial or public service industries."
69400713,culqi-net_framework,culqi/culqi-net_framework,K,Financial and insurance activities,high,"The repository is an SDK for integrating Culqi payment API into .NET Framework applications. Culqi is a payment platform enabling transactions with credit/debit cards, mobile wallets, and other payment methods, which clearly serves the financial services industry. The primary use case is to facilitate payment processing, a core financial activity."
246701360,COVID-Peru,eriandev/COVID-Peru,Q,Human health and social work,high,"The repository tracks confirmed COVID-19 cases in Peru, which directly relates to public health monitoring and disease control. Its primary application is in health data visualization and reporting, serving the healthcare industry and social work sectors involved in pandemic response."
266025854,covid-19-peru-limpiar-datos-minsa,jmcastagnetto/covid-19-peru-limpiar-datos-minsa,Q,Human health and social work,high,"The repository contains scripts specifically designed to clean COVID-19 data published by the Peruvian Ministry of Health (MINSA). Its purpose is to handle health-related epidemiological data, which directly serves the healthcare industry and public health monitoring efforts."
142066615,collection-independence-peru,jnreynoso/collection-independence-peru,P,Education,high,"The repository is focused on digitizing and disseminating historical documentary collections related to the Independence of Peru, which serves educational and research purposes. It aims to make important historical documents accessible for study and knowledge dissemination, aligning closely with the education sector."
399635399,ubigeo,jmcastagnetto/ubigeo,O,Public administration and defense,high,"The repository provides datasets and mappings for official geographical codes used in Peru by government institutions (INEI and RENIEC). It includes government-related indices such as State Density Index, Food Insecurity Vulnerability Index, and Human Development Index, which are relevant for public administration and policy making. Therefore, its primary application is in the public administration sector."
763098484,textolaser,mabelolivera10/textolaser,J,Information and communication,medium,"The repository lacks a description and specific functionality details. The README is a personal introduction without project-related information. The primary language is JavaScript, suggesting a software or web-related project. In absence of clear domain-specific features, it is classified under Information and communication as a general-purpose or personal software project."
755724928,musicaradio,mabelolivera10/musicaradio,R,"Arts, entertainment and recreation",medium,"The repository name 'musicaradio' suggests a focus on music or radio, which aligns with arts and entertainment. Despite the lack of description and topics, the primary language being HTML hints at a web-based music or radio-related project. Therefore, it is most likely serving the arts, entertainment, and recreation industry."
777335331,vasodeflores,mabelolivera10/vasodeflores,J,Information and communication,low,"The repository lacks a description and specific functionality details. The README is a personal introduction without project information. Given the absence of concrete application or industry-specific features, it is classified as a general-purpose or personal project related to software development and communication."
842735970,loveitheart,mabelolivera10/loveitheart,J,Information and communication,medium,"The repository lacks a clear description and specific functionality, and primarily contains a personal introduction and links to social media and programming interests. The primary language is CSS, suggesting front-end styling possibly for a personal or portfolio website. Given the generic nature and focus on software development and communication, it best fits the Information and communication industry."
731256044,feliznavidad2,mabelolivera10/feliznavidad2,J,Information and communication,low,"The repository lacks a description and topics, and the README is a personal introduction without details on the project purpose or functionality. Given the absence of specific application context, it is classified as Information and communication by default."
753680841,menucolorido,mabelolivera10/menucolorido,J,Information and communication,medium,"The repository contains CSS code and lacks a clear description or specific application. The README is a personal introduction without project details, suggesting a general-purpose or personal portfolio style project related to software development and programming. Therefore, it is best classified under Information and communication as a generic software or web development resource."
36338898,SBA,mriscoc/SBA,J,Information and communication,high,"The repository implements a Simple Bus Architecture in VHDL, which is a hardware description language used primarily in electronics and communication systems design. The project provides IP cores, controller programs, and system templates for bus architecture, which are fundamental components in digital communication and information processing hardware. Given its focus on system architecture and hardware communication protocols, it aligns best with the Information and communication industry."
680959254,Arduino_Core_STM32,mriscoc/Arduino_Core_STM32,J,Information and communication,high,"The repository provides STM32 microcontroller support for the Arduino IDE, which is a software development tool used primarily for programming embedded systems. This type of software is a development tool and middleware that facilitates communication between hardware and software, fitting squarely within the information and communication industry. It is not specific to any particular industrial application but serves as a general-purpose embedded software platform."
432692842,uridium,apholdings/uridium,K,Financial and insurance activities,high,"The repository involves blockchain contracts, usage of Metamask and Ganache, and mentions a stablecoin (mUSDT) with decimal adjustments, indicating it is related to financial transactions or cryptocurrency applications, which aligns with the financial and insurance industry."
283938082,wakatime-languages-pie-svg,joelibaceta/wakatime-languages-pie-svg,J,Information and communication,high,"The repository is a tool that visualizes programming language usage statistics from WakaTime, a developer productivity platform. It serves the software development and information technology community by providing stylized graphical representations of coding activity. This aligns with the Information and communication industry, which covers software tools and developer utilities."
628760884,038_ProyectoGeneradorCodigoBarra,CodigoEstudiante/038_ProyectoGeneradorCodigoBarra,G,Wholesale and retail trade,medium,"The repository name 'ProyectoGeneradorCodigoBarra' suggests it is a barcode generator project. Barcodes are primarily used in wholesale and retail trade for product identification, inventory management, and sales processing. Despite the lack of description and README, the most likely industry application is retail and wholesale."
650221330,105_LoginRegistroConfirmarRestablecer_ASPNETMVC,CodigoEstudiante/105_LoginRegistroConfirmarRestablecer_ASPNETMVC,J,Information and communication,medium,"The repository name suggests it is related to login, registration, confirmation, and password reset functionality implemented in ASP.NET MVC with JavaScript. These are common features for web applications across many industries, but the lack of specific domain context and absence of description or README implies it is a generic authentication module. Such software is typically classified under Information and communication as it supports digital communication and information systems."
630044172,021_SistemaVotacionWebMVC,CodigoEstudiante/021_SistemaVotacionWebMVC,O,Public administration and defense,medium,"The repository name '021_SistemaVotacionWebMVC' suggests it is a web-based voting system. Voting systems are typically used in public administration contexts such as elections or organizational voting processes. Despite the lack of description and README, the name strongly implies an application related to public administration."
776955378,117_SistemaBoletoBus_Net8_ADO.NET_NCapas,CodigoEstudiante/117_SistemaBoletoBus_Net8_ADO.NET_NCapas,H,Transportation and storage,medium,"The repository name includes 'SistemaBoletoBus' which suggests a bus ticketing system. This indicates an application related to public transportation services, fitting within the Transportation and storage industry. Despite the lack of description and README, the name strongly implies this domain."
219597088,arduino-go,goandreus/arduino-go,J,Information and communication,medium,"The repository named 'arduino-go' suggests it is a Go language library or tool related to Arduino, which is a platform for embedded electronics and IoT development. Without a description or topics, and only a partial README header, it appears to be a general-purpose software tool for programming or interfacing with Arduino devices. Such software typically falls under Information and Communication as it supports software development and device communication rather than a specific industry vertical."
172969866,Angular_post,goandreus/Angular_post,J,Information and communication,high,"The repository is an Angular project scaffold with no specific domain or application described. It appears to be a generic web application framework setup, which aligns best with the Information and communication industry as a general-purpose software development project."
272312917,Clean-Arquitecture-TDD,goandreus/Clean-Arquitecture-TDD,J,Information and communication,high,"The repository is a Flutter project demonstrating Clean Architecture and TDD principles, which are software development practices. It serves as a general-purpose starting point for app development rather than targeting a specific industry, making it best classified under Information and communication."
320688711,todo-project,goandreus/todo-project,J,Information and communication,high,"The repository is a generic Flutter starter project for a todo application with no specific industry focus. It is a general-purpose software tool likely used for information management or communication, fitting best under Information and communication."
204225021,webPISCO,csaybar/webPISCO,J,Information and communication,low,"The repository name and description provide no clear indication of a specific industry application. The primary language is HTML, and the README is minimal, suggesting it may be a generic or undeveloped web project. In absence of specific domain information, the default classification is Information and communication."
274946096,gee_gwlr,csaybar/gee_gwlr,A,"Agriculture, forestry and fishing",high,"The repository is focused on geographically weighted logistic regression applied to mapping deforestation potential in Peru using raster data and Google Earth Engine. This clearly relates to forestry and environmental monitoring, which falls under the agriculture, forestry and fishing industry."
208557493,rgee-docker,csaybar/rgee-docker,M,"Professional, scientific activities",high,"The repository provides a Docker environment tailored for geospatial analysis using R and Google Earth Engine, which is primarily used in scientific research and professional geospatial data analysis. It supports spatial data processing and visualization, tools commonly employed in scientific and professional consulting activities rather than a specific commercial industry."
72317941,kotlin-patterns,emedinaa/kotlin-patterns,J,Information and communication,high,"The repository provides examples of design patterns implemented in Kotlin, which is a general-purpose programming language. It serves as a learning or reference resource for software developers and does not target any specific industry domain. Such developer tools and educational code samples are best classified under Information and communication."
91736876,KoMath,emedinaa/KoMath,P,Education,high,"The repository is an Android application designed to help users learn mathematical formulas, which directly supports educational activities. Its primary purpose is educational, making the Education industry the most appropriate classification."
343596582,compose-challenge-week1,emedinaa/compose-challenge-week1,S,Other service activities,medium,"The repository is a pet adoption app, which serves a social and community service function related to pet adoption. It does not directly align with industries like agriculture or health but fits within 'Other service activities' as it facilitates a service connecting people with pets for adoption."
515572706,app-base-architecture,emedinaa/app-base-architecture,J,Information and communication,high,"The repository is a base architecture for an Android app, which is a general-purpose software development project. It does not target a specific industry but rather falls under software development and information technology."
193186856,kotlin-android-jetpack-workmanager,emedinaa/kotlin-android-jetpack-workmanager,J,Information and communication,high,"The repository is a sample Android application demonstrating the use of the WorkManager architecture component, which is a general-purpose tool for background task management in Android apps. It is not specific to any particular industry but rather serves as a technical resource for software development, fitting best under Information and communication."
345005991,dcajasn,dcajasn/dcajasn,K,Financial and insurance activities,high,"The repository owner focuses on quantitative finance and portfolio optimization, with projects like Riskfolio-Lib for portfolio optimization and a finance-related blog. These are clearly aligned with financial activities, making the Financial and insurance activities industry the most appropriate classification."
716757394,control-gastos-9-noviembre-2023,Franklin369/control-gastos-9-noviembre-2023,K,Financial and insurance activities,high,"The repository is a personal expense control system, which directly relates to financial management. It helps users manage their personal finances, making it most relevant to the financial industry."
610988351,proyecto13js,Franklin369/proyecto13js,J,Information and communication,low,"The repository lacks description, README, and topics, and is primarily CSS, which suggests it is a general-purpose or frontend styling project. Without further context, it is most appropriate to classify it as Information and communication as a generic software project."
738186297,inventarios-final-v-1,Franklin369/inventarios-final-v-1,J,Information and communication,medium,"The repository appears to be a React + Vite template setup with no specific domain or application described. The name 'inventarios-final-v-1' suggests it might be related to inventory management, but there is no concrete evidence or description to confirm its industry use. Given the generic nature of the project and lack of domain-specific information, it is best classified under Information and communication as a software development or web application project."
595003188,calculadora_1,Franklin369/calculadora_1,J,Information and communication,medium,"The repository is a Flutter project named 'calculadora_1' with no specific description or domain context. It appears to be a general-purpose or starter app, likely related to information or communication technology rather than a specialized industry."
584540784,card3d_html_css,Franklin369/card3d_html_css,J,Information and communication,medium,"The repository appears to be a front-end UI component or tutorial project involving HTML, CSS, and SCSS for creating 3D card effects. It lacks a specific domain or industry focus and seems to be a general-purpose web development resource, which fits best under Information and communication."
1022341306,astro_tailwind_4-template,BracoZS/astro_tailwind_4-template,J,Information and communication,high,"The repository is a starter template for building websites using Astro and Tailwind CSS, which are frontend web development technologies. It serves as a general-purpose tool for creating web projects, fitting best under Information and communication as it relates to software development and web technologies."
820678785,awesome,gustarting/awesome,J,Information and communication,high,"The repository is a curated list of popular GitHub repositories, resources, and educational content aimed at developers and hackers. It serves as an information aggregation and communication tool within the software development community, without a specific industry vertical focus. Therefore, it best fits the Information and communication category."
300969861,slides-ioc-challenger,luismayta/slides-ioc-challenger,J,Information and communication,high,"The repository is a technical project related to infrastructure as code (IoC), automation, and tools like Terraform and Terragrunt, which are commonly used in IT infrastructure and software development. It serves as a general-purpose tool or framework for managing infrastructure and automation, fitting best within the Information and communication industry."
195867542,email-signature,luismayta/email-signature,J,Information and communication,high,"The repository is an email signature project implemented in HTML, which is a communication tool used primarily in digital correspondence. It serves as a utility for automating or managing email signatures, fitting squarely within the information and communication industry. There is no indication of domain-specific application outside of general communication."
340518381,base-infrastructure,luismayta/base-infrastructure,J,Information and communication,medium,"The repository named 'base-infrastructure' with topics like 'infrastructure', 'linux', 'macos', and 'terraform' suggests it is related to infrastructure as code or DevOps tooling. Such tools are generally used in IT environments to manage and provision infrastructure, which aligns with the Information and communication industry. The lack of a README and generic description limits confidence, but the nature of the project points to IT infrastructure management."
221992120,zsh-pazi,luismayta/zsh-pazi,J,Information and communication,high,"The repository is a zsh plugin intended to enhance shell functionality, which is a general-purpose developer tool. It does not target a specific industry domain but rather serves users involved in software development and IT, fitting best under Information and communication."
359699568,JkDevArg,JkDevArg/JkDevArg,J,Information and communication,high,"The repository appears to be a personal profile or portfolio with no specific application or industry focus. It includes programming skills and links to professional networks, indicating a general-purpose software or personal branding project. Therefore, it best fits the Information and communication category."
433976037,algoritmos-geneticos,JkDevArg/algoritmos-geneticos,M,"Professional, scientific activities",medium,"The repository focuses on learning genetic algorithms, which are advanced computational techniques often used in scientific research and professional analytical activities. Although the project is educational, its primary application domain aligns with scientific and professional use rather than a specific commercial industry."
320274886,ActividadesPHP,JkDevArg/ActividadesPHP,N,Administrative and support activities,medium,"The repository is a PHP form application designed to log and display activities in a database, which aligns with administrative or support functions such as activity tracking or time management. It is not specific to any specialized industry but serves general administrative purposes, making 'Administrative and support activities' the most fitting category."
427294414,402,JkDevArg/402,J,Information and communication,high,"The repository is a tool designed to generate and check alphanumeric strings to find WhatsApp groups, integrating with communication platforms like Telegram and WhatsApp. Its core functionality revolves around messaging and group discovery, which aligns closely with the Information and communication industry."
289141586,ping_php,JkDevArg/ping_php,J,Information and communication,low,"The repository lacks description, topics, and README, and is named 'ping_php', suggesting a generic PHP utility or network tool. Without specific domain information, it is classified as a general-purpose software under Information and communication."
583105004,flutter_andercode_pokedex,Anders87x/flutter_andercode_pokedex,R,"Arts, entertainment and recreation",medium,"The repository is a Flutter project named 'pokedex', which suggests it is related to a digital encyclopedia or database for entertainment purposes, likely about Pokémon or similar content. This aligns with game or entertainment applications, which fall under the Arts, entertainment and recreation industry. The lack of detailed description limits confidence to medium."
309435217,Template_Mystik,Anders87x/Template_Mystik,J,Information and communication,medium,"The repository is an HTML5 template named Template_Mystik, which is a general-purpose web template. Without specific domain-related content or functionality, it is best classified under Information and communication as it relates to web development and digital communication."
710482207,PRACTICA_DOMPDF,Anders87x/PRACTICA_DOMPDF,J,Information and communication,medium,"The repository is a practice project demonstrating the use of DOMPDF, a PHP library for generating PDF documents. This is a general-purpose software utility related to document generation, which fits best under Information and communication as it supports software development and digital communication tasks."
253308892,SQL4Geographers,ambarja/SQL4Geographers,M,"Professional, scientific activities",high,"The repository SQL4Geographers is focused on teaching and applying SQL with spatial extensions (PostGIS) for geographic data analysis, which is a scientific and professional activity related to geospatial data processing and geographic information systems (GIS). It is not a general-purpose tool but specifically tailored for geographers and spatial data professionals, fitting well within the professional and scientific activities industry."
392821262,30DayMapChallengeQGISPERU,qgispe/30DayMapChallengeQGISPERU,M,"Professional, scientific activities",high,"The repository is focused on creating thematic maps using open-source GIS tools and spatial data visualization libraries, which are typically used in professional and scientific contexts such as geography, environmental science, urban planning, and spatial analysis. The emphasis on QGIS, PostGIS, spatialite, and other geospatial tools indicates its primary application is in scientific and professional mapping activities rather than a commercial or general-purpose software."
100226544,mercadolibre,mage2pro/mercadolibre,G,Wholesale and retail trade,high,"The repository is a Magento 2 extension integrating MercadoLibre, a major e-commerce marketplace, with Magento-based webstores. This integration facilitates online retail and marketplace sales, directly serving the wholesale and retail trade industry."
343644391,covid-19-peru-distribucion-vacunacion,malexandersalazar/covid-19-peru-distribucion-vacunacion,Q,Human health and social work,high,"The repository focuses on analyzing and visualizing COVID-19 vaccination distribution data in Peru by age and risk groups, which is directly related to public health monitoring and management. Its primary application serves the health sector, specifically in epidemiology and vaccination campaign analysis."
517688906,perutranspaeconomica,calderonsamuel/perutranspaeconomica,O,Public administration and defense,high,"The repository provides an R package to access data from the Peru Economic Transparency Portal, which is a government transparency initiative. This aligns closely with public administration activities, as it facilitates access to government economic data for transparency and analysis purposes."
370785226,khipu-simulator,irlalmeida/khipu-simulator,P,Education,high,"The repository is a final project for an Archaeology class and simulates historical Inca accounting devices (khipus) for educational purposes. Its primary use is academic learning and research, fitting well within the Education industry."
177304295,zsh-rvm,hadenlabs/zsh-rvm,J,Information and communication,high,"The repository is a shell plugin designed to assist with RVM (Ruby Version Manager) integration in the Zsh shell environment. It is a developer tool aimed at improving software development workflows, which falls squarely within the Information and communication industry. It is a general-purpose developer utility rather than a domain-specific application."
237779894,zsh-apps,luismayta/zsh-apps,J,Information and communication,high,"The repository is a collection of zsh plugins and tools for shell environment enhancement, which are general-purpose developer utilities. Such software falls under the Information and communication industry as it supports software development and IT operations. There is no indication of domain-specific application outside of IT."
339408861,terraform-github-repository,hadenlabs/terraform-github-repository,J,Information and communication,high,"The repository is a Terraform module designed to provision GitHub repositories, which is a DevOps/infrastructure automation tool primarily used in software development and IT operations. Such tools are core to the Information and communication industry, supporting software development lifecycle and cloud infrastructure management."
768911412,vectorial-spatial-formats,geografope/vectorial-spatial-formats,M,"Professional, scientific activities",high,"The repository focuses on analysis of vector spatial data formats used in Geographic Information Systems (GIS), which is a scientific and professional field involving geospatial data analysis. The use of QGIS and R software, and topics related to spatial data formats, indicate it serves scientific research and professional GIS activities rather than a specific commercial or industrial sector."
776179450,personalizacion-de-leyenda-en-qgis,geografope/personalizacion-de-leyenda-en-qgis,M,"Professional, scientific activities",high,"The repository focuses on enhancing cartographic visualization in QGIS, a geographic information system widely used in scientific, professional, and technical fields such as geography, cartography, and geospatial analysis. Its purpose is to support advanced map styling and visualization, which aligns strongly with professional and scientific activities rather than general IT or entertainment."
223644924,zsh-tmux,hadenlabs/zsh-tmux,J,Information and communication,high,"The repository is a zsh-tmux plugin, which is a developer tool for terminal multiplexing and shell enhancements. It serves as a utility to improve developer productivity and environment management, which aligns with software development and IT infrastructure activities typically classified under Information and communication."
367494497,Pobreza-ENAHO,MaykolMedrano/Pobreza-ENAHO,O,Public administration and defense,high,"The repository is a script for measuring poverty in Peru using official methodologies from the National Institute of Statistics and Informatics (INEI). This kind of tool is primarily used in public administration for social policy planning, poverty measurement, and government statistics."
163109502,zsh-ssh,hadenlabs/zsh-ssh,J,Information and communication,high,"The repository is a zsh plugin related to ssh connection management, which is a developer tool used in IT infrastructure and software development environments. Such tools fall under Information and communication as they support communication protocols and software development workflows."
875827658,complaints-book,georgegiosue/complaints-book,O,Public administration and defense,high,"The repository implements a virtual complaint book system based on a government regulation (Indecopi DS N 101-2022-PCM) for Peru, designed to be used by organizations to register and manage consumer complaints. This aligns closely with public administration functions related to consumer protection and regulatory compliance."
784537874,maplibre-con-python,geografope/maplibre-con-python,M,"Professional, scientific activities",high,"The repository provides tools for spatial data visualization and mapping using MapLibre and Python, which are primarily used in geographic information systems (GIS) and spatial analysis. These activities align closely with professional and scientific fields involving geospatial data processing and analysis, rather than a specific commercial or public sector industry. The focus on computational geography and GIS web mapping supports classification under professional and scientific activities."
454954188,epi-rgee,healthinnovation/epi-rgee,Q,Human health and social work,high,"The repository is focused on applying spatial analysis and Google Earth Engine data to epidemiological studies, which are directly related to public health research and disease study. The authors are affiliated with public health and health innovation labs, and the content centers on epidemiology, making it clearly aligned with the human health industry."
689810381,analisis-endes-stata,jroquehenriquez/analisis-endes-stata,Q,Human health and social work,high,"The repository analyzes demographic and health survey data (ENDES) focused on social issues such as domestic violence against women in Peru. It uses statistical tools to study health and social factors, which clearly aligns with the human health and social work industry."
248348040,COVID19_PER,ambarja/COVID19_PER,Q,Human health and social work,high,"The repository focuses on spatial analysis and dissemination of COVID-19 confirmed cases data in Peru, which is directly related to epidemiology and public health monitoring. It serves the health sector by providing data visualization and analysis tools to track the pandemic, making it clearly aligned with the human health and social work industry."
273748262,Peru_COVID19_OpenData,krmnino/Peru_COVID19_OpenData,Q,Human health and social work,high,"The repository provides accessible open data about the COVID-19 situation in Peru, which is directly related to public health monitoring and management. Its focus on coronavirus statistics and health data aligns closely with the human health and social work industry."
268804668,bcrp_Reporte_PN09495TM,jorgechavez6816/bcrp_Reporte_PN09495TM,K,Financial and insurance activities,high,"The repository automates the retrieval of tables from the Central Reserve Bank of Peru related to foreign exchange operations between the bank and banking companies. This is directly related to financial data and banking operations, making it highly relevant to the financial and insurance industry."
